Price,Close,High,Low,Open,Volume
Ticker,DUK,DUK,DUK,DUK,DUK
Date,,,,,
1980-03-17,0.7530969977378845,0.7786256167378073,0.7530969977378845,0.7530969977378845,133540
1980-03-18,0.8105369210243225,0.8105369210243225,0.7530973090158105,0.7530973090158105,224861
1980-03-19,0.7850080132484436,0.8169189353457263,0.7850080132484436,0.8105368067883292,319394
1980-03-20,0.7913900017738342,0.7913900017738342,0.778625526172433,0.7850077081110959,118855
1980-03-21,0.7850080132484436,0.7913903093920189,0.7786258288289871,0.7913903093920189,100270
1980-03-24,0.7658611536026001,0.7786254605419832,0.7594789722018921,0.7786254605419832,123903
1980-03-25,0.7722434997558594,0.7786256266561149,0.7530970073310029,0.765861316993559,353353
1980-03-26,0.7850080132484436,0.7977724379494161,0.7786258288289871,0.7786258288289871,83979
1980-03-27,0.7722434997558594,0.7850078094184154,0.7722434997558594,0.7850078094184154,100040
1980-03-28,0.7850080132484436,0.7850080132484436,0.7786258288289871,0.7786258288289871,34647
1980-03-31,0.8105369210243225,0.8105369210243225,0.7786259385674891,0.7850081238864424,75718
1980-04-01,0.8424477577209473,0.8488299423588535,0.8105368345314161,0.8105368345314161,142718
1980-04-02,0.8424477577209473,0.8552120711346984,0.8360654613589185,0.8424477577209473,138817
1980-04-03,0.8488296270370483,0.8615939357091356,0.8424474447699845,0.8424474447699845,394424
1980-04-07,0.8233006596565247,0.8488294389294322,0.8169184788038047,0.8488294389294322,710836
1980-04-08,0.8360655307769775,0.8360655307769775,0.8169190311355968,0.8233012163034124,274422
1980-04-09,0.855212390422821,0.8615945774434763,0.8360657734987731,0.8360657734987731,293466
1980-04-10,0.8807406425476074,0.8807406425476074,0.8615941469150027,0.8615941469150027,185166
1980-04-11,0.8871231079101562,0.9062697213431007,0.8807409220531988,0.8807409220531988,169334
1980-04-14,0.8807406425476074,0.8935050660727676,0.8743584587160544,0.8871228263791604,237940
1980-04-15,0.8679764270782471,0.8743585557560615,0.8552120579984975,0.8743585557560615,99352
1980-04-16,0.899887204170227,0.9126515153225706,0.8743584142793858,0.8743584142793858,331785
1980-04-17,0.9254159331321716,0.9317980611276268,0.899887253564188,0.899887253564188,157632
1980-04-18,0.9317981004714966,0.9317981004714966,0.9190337880795768,0.9254159722065651,125739
1980-04-21,0.9381797313690186,0.9381797313690186,0.925415481606006,0.9317976064875122,99581
1980-04-22,0.9445621967315674,0.9445621967315674,0.9190334147323448,0.938179847611168,129180
1980-04-23,0.9381797313690186,0.95094420458014,0.9381797313690186,0.9445620796986336,198474
1980-04-24,0.9509446024894714,0.9573267300414888,0.9317979963852169,0.9381801239372344,351976
1980-04-25,0.9509446024894714,0.9509446024894714,0.9381801239372344,0.9509446024894714,59886
1980-04-28,0.9445621967315674,0.9509443224038304,0.938179847611168,0.9509443224038304,53232
1980-04-29,0.9509446024894714,0.9509446024894714,0.944562474937454,0.944562474937454,57821
1980-04-30,0.9509446024894714,0.9573267300414888,0.944562474937454,0.9509446024894714,353582
1980-05-01,0.9509446024894714,0.9637089693176074,0.9509446024894714,0.9509446024894714,281306
1980-05-02,0.9509446024894714,0.9573267300414888,0.944562474937454,0.9509446024894714,240693
1980-05-05,0.9573273658752441,0.963709609390295,0.9381807470542671,0.9509452340843687,225779
1980-05-06,0.9637090563774109,0.9637090563774109,0.9509446883961641,0.957326816524732,384787
1980-05-07,0.9700909852981567,0.9828553506582459,0.9573266199380677,0.9637088584801563,295761
1980-05-08,0.9573273658752441,0.9700917411811705,0.9509452340843687,0.9700917411811705,67917
1980-05-09,0.9317981004714966,0.9509447087145183,0.9254159722065651,0.9509447087145183,200998
1980-05-12,0.899887204170227,0.9062693876774245,0.8807405977865832,0.9062693876774245,146389
1980-05-13,0.9126514196395874,0.9190336024776726,0.8998871098254626,0.8998871098254626,93616
1980-05-14,0.9254159331321716,0.9254159331321716,0.9062694374216975,0.9126515654171526,50708
1980-05-15,0.899887204170227,0.9254158823369655,0.8935050206630295,0.9254158823369655,192738
1980-05-16,0.8871231079101562,0.8998875354861432,0.8871231079101562,0.8998875354861432,50250
1980-05-19,0.8871231079101562,0.8935053496291857,0.8807409220531988,0.8871231079101562,321000
1980-05-20,0.8743579983711243,0.8807401788424924,0.8552115128190444,0.8807401788424924,152584
1980-05-21,0.8679764270782471,0.8807407402959363,0.8615942425383722,0.8743585557560615,805828
1980-05-22,0.8871231079101562,0.8871231079101562,0.8679766062013557,0.8679766062013557,170940
1980-05-23,0.8807406425476074,0.8935050660727676,0.8807406425476074,0.8871228263791604,84208
1980-05-27,0.9062695503234863,0.9062695503234863,0.8743585711984593,0.8807407558510524,508002
1980-05-28,0.899887204170227,0.9126515153225706,0.8935050206630295,0.9062693876774245,116102
1980-05-29,0.8935051560401917,0.9062695249885475,0.8807407312297759,0.8998873405143696,161074
1980-05-30,0.8935051560401917,0.8935051560401917,0.8871229157039539,0.8935051560401917,104170
1980-06-02,0.8807406425476074,0.8935050660727676,0.8807406425476074,0.8935050660727676,96369
1980-06-03,0.8935051560401917,0.8935051560401917,0.8807407312297759,0.8807407312297759,75489
1980-06-04,0.899887204170227,0.9062693876774245,0.8871227812937806,0.8935050206630295,118626
1980-06-05,0.9062695503234863,0.912651679114018,0.8998873656708932,0.8998873656708932,119543
1980-06-06,0.9062695503234863,0.9190338637666111,0.8998873656708932,0.9062695503234863,71129
1980-06-09,0.9062695503234863,0.9190338637666111,0.8998873656708932,0.9062695503234863,107612
