Price,Close,High,Low,Open,Volume
Ticker,HD,HD,HD,HD,HD
Date,,,,,
1981-09-22,0.016743246465921402,0.016743246465921402,0.016743246465921402,0.016743246465921402,7449469
1981-09-23,0.016743246465921402,0.016743246465921402,0.016743246465921402,0.016743246465921402,7381125
1981-09-24,0.016743246465921402,0.016743246465921402,0.016743246465921402,0.016743246465921402,5091609
1981-09-25,0.016743246465921402,0.016743246465921402,0.016743246465921402,0.016743246465921402,7312781
1981-09-28,0.016743246465921402,0.016743246465921402,0.016743246465921402,0.016743246465921402,5809219
1981-09-29,0.016743246465921402,0.016743246465921402,0.016743246465921402,0.016743246465921402,3963938
1981-09-30,0.016743246465921402,0.016743246465921402,0.016743246465921402,0.016743246465921402,5262469
1981-10-01,0.016743246465921402,0.016743246465921402,0.016743246465921402,0.016743246465921402,4374000
1981-10-02,0.016743246465921402,0.022256601246863576,0.016743246465921402,0.016743246465921402,3485531
1981-10-05,0.016743246465921402,0.022256601246863576,0.016743246465921402,0.016743246465921402,1776938
1981-10-06,0.016743246465921402,0.022256601246863576,0.016743246465921402,0.016743246465921402,2528719
1981-10-07,0.016743246465921402,0.022256601246863576,0.016743246465921402,0.016743246465921402,4203141
1981-10-08,0.016743246465921402,0.022256601246863576,0.016743246465921402,0.016743246465921402,136688
1981-10-09,0.016743246465921402,0.022256601246863576,0.016743246465921402,0.016743246465921402,5638359
1981-10-12,0.016743246465921402,0.022256601246863576,0.016743246465921402,0.016743246465921402,375891
1981-10-13,0.016743246465921402,0.022256601246863576,0.016743246465921402,0.016743246465921402,1161844
1981-10-14,0.016743246465921402,0.022256601246863576,0.016743246465921402,0.016743246465921402,375891
1981-10-15,0.016743246465921402,0.022256601246863576,0.016743246465921402,0.016743246465921402,3109641
1981-10-16,0.016743246465921402,0.022256601246863576,0.016743246465921402,0.016743246465921402,307547
1981-10-19,0.016743246465921402,0.022256601246863576,0.016743246465921402,0.016743246465921402,1230188
1981-10-20,0.02225661091506481,0.02225661091506481,0.02225661091506481,0.02225661091506481,1503563
1981-10-21,0.02225661091506481,0.02225661091506481,0.02225661091506481,0.02225661091506481,7107750
1981-10-22,0.02225661091506481,0.02225661091506481,0.02225661091506481,0.02225661091506481,6390141
1981-10-23,0.02225661091506481,0.027973708638057034,0.02225661091506481,0.02225661091506481,3929766
1981-10-26,0.02225661091506481,0.027973708638057034,0.02225661091506481,0.02225661091506481,4305656
1981-10-27,0.02225661091506481,0.027973708638057034,0.02225661091506481,0.02225661091506481,1264359
1981-10-28,0.02225661091506481,0.027973708638057034,0.02225661091506481,0.02225661091506481,3451359
1981-10-29,0.02225661091506481,0.027973708638057034,0.02225661091506481,0.02225661091506481,615094
1981-10-30,0.02225661091506481,0.027973708638057034,0.02225661091506481,0.02225661091506481,444234
1981-11-02,0.027973707765340805,0.027973707765340805,0.027973707765340805,0.027973707765340805,854297
1981-11-03,0.027973707765340805,0.027973707765340805,0.027973707765340805,0.027973707765340805,1093500
1981-11-04,0.027973707765340805,0.027973707765340805,0.027973707765340805,0.027973707765340805,1127672
1981-11-05,0.027973707765340805,0.027973707765340805,0.027973707765340805,0.027973707765340805,4271484
