Price,Close,High,Low,Open,Volume
Ticker,CAT,CAT,CAT,CAT,CAT
Date,,,,,
1962-01-02,0.4642963111400604,0.4688186769108295,0.45977394536929134,0.4642963111400604,163200
1962-01-03,0.46881911158561707,0.4688191115856171,0.45977437165807183,0.4642967416218445,156000
1962-01-04,0.48087814450263977,0.4944452420844381,0.4793707812235422,0.4793707812235422,355200
1962-01-05,0.48540064692497253,0.49143065378444756,0.4793709160888821,0.48087827979205855,163200
1962-01-08,0.4884159564971924,0.492938326464759,0.4823862218816228,0.4854009511776288,204000
1962-01-09,0.49293819069862366,0.49746055942062933,0.4838934532546122,0.4884158219766179,290400
1962-01-10,0.4869082272052765,0.49595296036683983,0.485400587662782,0.49293795730520173,182400
1962-01-11,0.4944453537464142,0.49444535374641424,0.4823858927435985,0.4869082596254967,384000
1962-01-12,0.4974602162837982,0.5034899450794744,0.48841548507863825,0.4944452138743145,352800
1962-01-15,0.4959530532360077,0.5004754206636205,0.48841568218218545,0.4974604170374111,280800
1962-01-16,0.4914032816886902,0.49443672784996634,0.4883698355274141,0.49443672784996634,163200
1962-01-17,0.48988670110702515,0.4974698999988849,0.4883698391591991,0.49140328534303357,160800
1962-01-18,0.5005033016204834,0.5005033016204834,0.48988665749004046,0.48988665749004046,261600
1962-01-19,0.50960373878479,0.50960373878479,0.4914036052567618,0.500503672020776,357600
1962-01-22,0.5080865025520325,0.5156696966643923,0.5080865025520325,0.509603085832176,261600
1962-01-23,0.49746981263160706,0.5126367631752923,0.49746981263160706,0.5080867335545405,223200
1962-01-24,0.49443644285202026,0.49746960955313424,0.4853363873253675,0.49746960955313424,120000
1962-01-25,0.49746981263160706,0.5020198422523588,0.49291978301085526,0.49443664469228504,151200
1962-01-26,0.49746981263160706,0.5020198422523588,0.4914031990411942,0.49746981263160706,108000
1962-01-29,0.5020195841789246,0.5020195841789246,0.49595297370717695,0.49746955689720734,122400
1962-01-30,0.49443644285202026,0.5005030539659037,0.4929195817898078,0.5005030539659037,120000
1962-01-31,0.49746981263160706,0.5020198422523588,0.49443664469228504,0.49443664469228504,189600
