Date,days_delta,Close,High,Low,Open,Volume
1999-03-31,0,489.24468994140625,509.1686818394725,430.9485654989159,444.23122676429347,1322933
1999-04-01,1,475.2240905761719,543.1132463727679,467.8448345113245,541.6373951597984,483233
1999-04-05,4,443.4932861328125,495.88600379575706,427.9968485141951,492.9343013922109,324917
1999-04-06,1,466.3689880371094,476.33098382587673,413.23834383035006,444.9691452316091,353900
1999-04-07,1,439.80364990234375,479.6516316049051,435.37609637983695,473.0103013211449,156617
1999-04-08,1,427.996826171875,443.4932629815464,416.9279427363955,439.8036351697198,147767
1999-04-09,1,436.8519592285156,448.6587689373944,399.9556788882694,425.0451495196368,141933
1999-04-12,3,451.97943115234375,467.84483159279335,407.3349322385204,413.9762626554528,182833
1999-04-13,1,481.1274719238281,506.9548668890643,456.03800252902727,464.89310937425114,240033
1999-04-14,1,549.754638671875,585.912997457005,501.7894688548658,545.3270845349202,627933
1999-04-15,1,471.5344543457031,554.9200464287461,451.61046331701147,554.9200464287461,339117
1999-04-16,1,480.3895568847656,501.7893988965294,430.9485425817252,478.175780124928,176683
1999-04-19,3,353.46636962890625,484.0792035001305,342.39748540253134,482.6033522699471,229150
1999-04-20,1,399.2177734375,407.33495552218113,342.39749884473196,353.4663835056608,264100
1999-04-21,1,439.80364990234375,448.6587569473574,399.2177426126979,422.0934358123165,150483
1999-04-22,1,450.8725280761719,482.6033279244131,433.90023978525215,478.5447372461497,145683
1999-04-23,1,519.4996337890625,565.2510219920765,484.0792042125355,508.06178673830897,741767
1999-04-26,3,712.8360595703125,716.8946499715927,594.7679751694326,616.5367782308448,1352367
1999-04-27,1,765.5977783203125,826.4766378012048,709.1464722562124,726.8566859233811,1196750
1999-04-28,1,714.3119506835938,793.6389493390549,684.7949279280734,737.5566061035661,448867
1999-04-29,1,813.56298828125,819.835355991355,678.8915639172336,679.2605267237103,721900
1999-04-30,1,958.5654296875,974.0618685046188,796.9597105946882,894.36589744515,845467
