Date,days_delta,Close,High,Low,Open,Volume
2016-10-05,0,11.368996620178224,12.102480273092947,11.368996620178224,11.735738446635583,569700
2016-10-06,1,11.552369117736816,11.662391400961036,11.368998179360045,11.368998179360045,264900
2016-10-07,1,11.66239070892334,11.66239070892334,11.515694106827713,11.66239070892334,110900
2016-10-10,3,11.735742568969728,18.5131337346686,11.66239389811176,11.699068233540745,6300
2016-10-11,1,11.992460250854492,12.102482539594398,11.735740644455174,11.80908930328488,158400
2016-10-12,1,11.992460250854492,12.469224434733622,11.735740644455174,11.992460250854492,160500
2016-10-13,1,11.809085845947266,12.10247899636028,11.735737208591788,12.10247899636028,265800
2016-10-14,1,11.809085845947266,11.809085845947266,11.77241082776508,11.77241082776508,45500
2016-10-17,3,11.809085845947266,11.845759465120556,11.809085845947266,11.845759465120556,20600
2016-10-18,1,11.735742568969728,11.83842986876516,11.706403240527491,11.83842986876516,464300
2016-10-19,1,11.72840404510498,11.735739049892256,11.55236812723769,11.55236812723769,140400
2016-10-20,1,11.66239070892334,11.73573935972344,11.552368432227762,11.66239070892334,653900
2016-10-21,1,11.515694618225098,11.58904327228252,11.36899800961486,11.479020291196386,27500
2016-10-24,3,11.501026153564451,11.552369795480654,11.36899884634604,11.552369795480654,130300
2016-10-25,1,11.427674293518066,11.427674293518066,11.185624764412449,11.376330665981865,6200
2016-10-26,1,11.33232307434082,11.368997399401092,11.258975123724843,11.368997399401092,52300
2016-10-27,1,11.148951530456545,11.25897449953779,11.119612211935785,11.25897449953779,271100
2016-10-28,1,11.148951530456545,11.332322446087424,11.002254937852744,11.148951530456545,2185200
2016-10-31,3,11.148951530456545,11.185625853483623,11.002254937852744,11.185625853483623,25900
2016-11-01,1,11.002253532409668,11.002253532409668,10.92890489572516,11.002253532409668,11800
2016-11-02,1,9.975377082824709,10.855557249072897,9.902028444177166,10.855557249072897,9900
2016-11-03,1,9.975377082824709,10.122073660615328,9.975377082824709,10.08539934129156,122300
2016-11-04,1,10.268773078918455,10.268773078918455,9.975379842179793,9.975379842179793,603600
2016-11-07,3,10.342121124267578,10.4521434066409,10.342121124267578,10.342121124267578,2300
2016-11-08,1,10.4154691696167,10.452143497227192,10.19542390345836,10.268772558679348,335100
2016-11-09,1,10.305445671081545,10.37879361814879,10.195422701223867,10.195422701223867,106300
2016-11-10,1,10.437475204467772,10.437475204467772,10.342122916291258,10.342122916291258,2629000
2016-11-11,1,10.78954792022705,10.928909549870315,10.562167609277289,10.562167609277289,13400
2016-11-14,3,10.56216526031494,10.965581445150876,10.56216526031494,10.782210515634958,121500
2016-11-15,1,10.50348663330078,10.598839600720972,10.50348663330078,10.562165274866349,798600
2016-11-16,1,10.342121124267578,10.52549206122619,10.342121124267578,10.52549206122619,65600
2016-11-17,1,10.305445671081545,10.342119994367437,10.268771347795653,10.342119994367437,60400
2016-11-18,1,10.342121124267578,10.37879475205561,10.195423815096998,10.342121124267578,728700
2016-11-21,3,10.268773078918455,10.298112402592324,10.268773078918455,10.268773078918455,28000
2016-11-22,1,10.305445671081545,10.305445671081545,10.305445671081545,10.305445671081545,100000
2016-11-23,1,10.268773078918455,10.268773078918455,10.268773078918455,10.268773078918455,50000
2016-11-25,2,10.268773078918455,10.268773078918455,10.268773078918455,10.268773078918455,0
2016-11-28,3,10.37879467010498,10.37879467010498,10.305446715603455,10.305446715603455,500
2016-11-29,1,10.08540153503418,10.37879475443333,10.08540153503418,10.37879475443333,124600
2016-11-30,1,10.232096672058104,10.232096672058104,10.12207440549476,10.15874872751738,291500
2016-12-01,1,10.23943328857422,10.276107616371254,10.23943328857422,10.276107616371254,127300
2016-12-02,1,10.1587495803833,10.1954232059803,10.012052279977024,10.1954232059803,18400
2016-12-05,3,10.598837852478027,10.635512172283343,10.268770373239091,10.378792633150582,530600
2016-12-06,1,11.442343711853027,11.479017329916315,11.002253300049286,11.222298505951157,925600
2016-12-07,1,11.368996620178224,11.442345265271504,11.332322297631585,11.42767525645104,523700
2016-12-08,1,11.66239070892334,11.73573935972344,11.368997504732084,11.405671830132134,625800
2016-12-09,1,12.029132843017578,12.13915512226592,11.662390979516983,11.73573963201894,588400
2016-12-12,3,11.919109344482422,12.10248025747446,11.919109344482422,12.10248025747446,982700
2016-12-13,1,11.904440879821776,11.955784518277952,11.8457622360134,11.955784518277952,2901100
2016-12-14,1,11.94111442565918,11.955783035535172,11.735738498295747,11.87876758740228,2399400
2016-12-15,1,12.137850761413574,12.214835148511543,11.97532880090472,11.97532880090472,1151700
2016-12-16,1,12.026651382446287,12.146404142247624,12.026651382446287,12.137850140617672,70800
2016-12-19,3,12.172066688537598,12.172066688537598,11.941114329059785,12.060867917967832,1242500
2016-12-20,1,12.274712562561035,12.317480942139484,12.14640497656204,12.16351298099706,1128700
2016-12-21,1,12.274712562561035,12.35169613525497,12.231943367228038,12.300373753459011,607400
2016-12-22,1,12.223390579223633,12.36025136528068,12.180621379642147,12.27471378187234,525600
2016-12-23,1,12.30465030670166,12.31748049380638,12.1635125382681,12.189173728232062,35100
2016-12-27,4,12.830710411071776,12.856371603482632,12.36025086618156,12.36025086618156,149200
2016-12-28,1,12.830710411071776,13.04455558458964,12.787941213217284,12.839264413793597,121400
2016-12-29,1,13.258399963378906,13.34393835396059,12.830709641979588,12.830709641979588,414800
2016-12-30,1,13.258399963378906,13.515014319369408,13.224184770297144,13.258399963378906,72200
2017-01-03,4,13.138646125793455,13.258399707142503,12.95901616164715,13.258399707142503,3188000
2017-01-04,1,13.771628379821776,13.771628379821776,13.13864609776108,13.13864609776108,869100
2017-01-05,1,13.848612785339355,14.028241933591689,13.686090009652196,13.805842775153751,743200
